location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Baldwin, Georgia",Deaths (per 100k),4.46,0.32,0.07,5.88,3,2,5,5
"Niagara, New York",Deaths (per 100k),4.30,0.27,0.06,4.32,3,2,5,-2
"Morgan, Indiana",Deaths (per 100k),4.26,0.41,0.10,5.88,3,2,5,0
"Pottawatomie, Oklahoma",Deaths (per 100k),4.13,0.39,0.10,5.19,3,2,5,-2
"Mobile, Alabama",Deaths (per 100k),4.11,0.31,0.08,6.73,3,2,5,0
"Los Angeles, California",Deaths (per 100k),4.03,0.27,0.07,6.39,3,2,5,2
"Allen, Indiana",Deaths (per 100k),3.95,0.26,0.07,6.28,3,2,5,2
"Richmond, Georgia",Deaths (per 100k),3.95,0.28,0.07,4.84,3,2,5,0
"St. Clair, Illinois",Deaths (per 100k),3.85,0.33,0.09,4.50,3,2,5,-1
"Comal, Texas",Deaths (per 100k),3.84,0.37,0.10,5.02,3,2,5,2
"Lafayette, Mississippi",Deaths (per 100k),3.70,0.26,0.07,5.19,3,2,5,5
"Saline, Kansas",Deaths (per 100k),3.69,0.26,0.07,5.19,3,2,5,-1
"Hennepin, Minnesota",Deaths (per 100k),3.63,0.27,0.07,5.65,3,2,5,0
"New Castle, Delaware",Deaths (per 100k),3.58,0.28,0.08,6.26,3,2,5,0
"McHenry, Illinois",Deaths (per 100k),3.57,0.23,0.06,5.47,3,2,5,2
"Douglas, Colorado",Deaths (per 100k),3.42,0.37,0.11,4.81,3,2,5,0
"Hamilton, Ohio",Deaths (per 100k),3.30,0.21,0.06,6.58,3,2,5,0
"Gwinnett, Georgia",Deaths (per 100k),3.10,0.29,0.09,4.61,3,2,5,1
"Pulaski, Kentucky",Deaths (per 100k),3.08,0.22,0.07,5.19,3,2,5,5
"McCracken, Kentucky",Deaths (per 100k),3.06,0.22,0.07,5.19,3,2,5,-1
"Racine, Wisconsin",Deaths (per 100k),3.06,0.22,0.07,4.73,3,2,5,1
"Harrison, Texas",Deaths (per 100k),3.01,0.21,0.07,5.19,3,2,5,5
"Washoe, Nevada",Deaths (per 100k),2.97,0.21,0.07,6.48,3,2,5,0
"Daviess, Kentucky",Deaths (per 100k),2.96,0.28,0.10,4.15,3,2,5,2
"Greene, Tennessee",Deaths (per 100k),2.90,0.21,0.07,5.19,3,2,5,5
"Pima, Arizona",Deaths (per 100k),2.77,0.22,0.08,6.19,3,2,5,0
"Howard, Maryland",Deaths (per 100k),2.76,0.26,0.10,4.50,3,2,5,1
"Multnomah, Oregon",Deaths (per 100k),2.71,0.23,0.08,5.40,3,2,5,0
"Butler, Pennsylvania",Deaths (per 100k),2.66,0.23,0.09,4.96,3,2,5,1
"Charlotte, Florida",Deaths (per 100k),2.65,0.30,0.11,4.15,3,2,5,-2
"Pulaski, Arkansas",Deaths (per 100k),2.55,0.29,0.11,4.50,3,2,5,-1
"Jefferson, Texas",Deaths (per 100k),2.39,0.23,0.10,5.54,3,2,5,1
"Fayette, Pennsylvania",Deaths (per 100k),2.32,0.22,0.10,4.84,3,2,5,-1
"Montgomery, Alabama",Deaths (per 100k),2.21,0.25,0.11,4.15,3,2,5,-1
"Allegheny, Pennsylvania",Deaths (per 100k),2.14,0.21,0.10,4.38,3,2,5,0
"Muscogee, Georgia",Deaths (per 100k),2.04,0.22,0.11,4.73,3,2,5,-2
"Canadian, Oklahoma",Deaths (per 100k),2.02,0.19,0.10,3.45,2,3,5,5
"St. Joseph, Indiana",Deaths (per 100k),1.84,0.16,0.09,3.57,2,3,5,1
"Fairfax, Virginia",Deaths (per 100k),1.83,0.22,0.12,4.42,3,2,5,-1
"Montgomery, Ohio",Deaths (per 100k),1.50,0.16,0.11,3.69,2,3,5,1
"Buchanan, Missouri",Deaths (per 100k),1.14,0.16,0.14,3.11,2,3,5,-2
"Hernando, Florida",Deaths (per 100k),1.03,0.15,0.14,3.80,2,3,5,-1
"Ottawa, Michigan",Deaths (per 100k),0.69,0.10,0.14,3.11,2,3,5,-2
"Indian River, Florida",Deaths (per 100k),0.63,0.09,0.14,3.11,2,3,5,-2
"El Paso, Texas",Deaths (per 100k),0.48,0.03,0.07,2.76,1,4,5,-1
"Brown, Wisconsin",Deaths (per 100k),0.38,0.05,0.14,3.11,2,3,5,-2
"Terrell, Georgia",Deaths (per 100k),128.94,3.35,0.03,23.57,4,0,4,-3
"Early, Georgia",Deaths (per 100k),58.88,1.40,0.02,26.68,4,0,4,-3
"St. Charles, Louisiana",Deaths (per 100k),48.96,1.61,0.03,18.48,4,0,4,-1
"Miami, Ohio",Deaths (per 100k),19.63,0.93,0.05,10.15,3,1,4,0
"Madison, Indiana",Deaths (per 100k),18.52,0.55,0.03,12.54,3,1,4,0
"Mahoning, Ohio",Deaths (per 100k),17.93,1.00,0.06,8.83,3,1,4,0
"Plymouth, Massachusetts",Deaths (per 100k),17.08,0.79,0.05,7.18,3,1,4,-3
"Osage, Oklahoma",Deaths (per 100k),17.03,0.91,0.05,10.28,3,1,4,-2
"Terrebonne, Louisiana",Deaths (per 100k),16.30,0.78,0.05,11.32,3,1,4,0
"Bartow, Georgia",Deaths (per 100k),15.78,0.80,0.05,11.43,3,1,4,-1
"Lafourche, Louisiana",Deaths (per 100k),15.37,0.88,0.06,9.70,3,1,4,-2
"Orange, Indiana",Deaths (per 100k),15.27,0.73,0.05,12.13,3,1,4,0
"Chaffee, Colorado",Deaths (per 100k),14.74,0.70,0.05,12.13,3,1,4,0
"Benton, Washington",Deaths (per 100k),14.19,0.70,0.05,11.78,3,1,4,0
"Sumner, Tennessee",Deaths (per 100k),14.12,0.90,0.06,8.66,3,1,4,0
"East Baton Rouge, Louisiana",Deaths (per 100k),14.09,0.88,0.06,7.66,3,1,4,-1
"Pawnee, Oklahoma",Deaths (per 100k),12.21,0.87,0.07,7.97,3,1,4,-1
"Winona, Minnesota",Deaths (per 100k),11.88,0.85,0.07,8.20,3,1,4,-2
"Yakima, Washington",Deaths (per 100k),11.56,0.74,0.06,7.17,3,1,4,-1
"Milwaukee, Wisconsin",Deaths (per 100k),11.10,0.79,0.07,7.19,3,1,4,-1
"Erie, New York",Deaths (per 100k),10.99,0.53,0.05,7.76,3,1,4,-1
"Pierce, Georgia",Deaths (per 100k),10.27,0.73,0.07,7.97,3,1,4,-4
"Columbiana, Ohio",Deaths (per 100k),9.82,0.42,0.04,9.82,3,1,4,2
"Washington, Oklahoma",Deaths (per 100k),9.70,0.28,0.03,10.05,3,1,4,0
"Island, Washington",Deaths (per 100k),9.40,0.50,0.05,10.97,3,1,4,1
"Kay, Oklahoma",Deaths (per 100k),9.19,0.66,0.07,7.62,3,1,4,-1
"Wagoner, Oklahoma",Deaths (per 100k),8.61,0.35,0.04,9.70,3,1,4,0
"Beaver, Pennsylvania",Deaths (per 100k),8.54,0.44,0.05,12.40,3,1,4,0
"Barnstable, Massachusetts",Deaths (per 100k),8.45,0.40,0.05,10.74,3,1,4,-1
"Sumter, Florida",Deaths (per 100k),8.31,0.43,0.05,9.53,3,1,4,-1
"Bucks, Pennsylvania",Deaths (per 100k),8.28,0.45,0.05,7.38,3,1,4,-1
"Northampton, Pennsylvania",Deaths (per 100k),8.19,0.51,0.06,9.23,3,1,4,0
"Macon, Tennessee",Deaths (per 100k),8.13,0.58,0.07,7.97,3,1,4,-4
"Dickinson, Michigan",Deaths (per 100k),7.92,0.57,0.07,7.27,3,1,4,-1
"Teller, Colorado",Deaths (per 100k),7.88,0.56,0.07,7.27,3,1,4,-1
"Dawson, Georgia",Deaths (per 100k),7.66,0.55,0.07,7.27,3,1,4,-4
"Monroe, New York",Deaths (per 100k),7.55,0.48,0.06,7.97,3,1,4,0
"Mayes, Oklahoma",Deaths (per 100k),7.30,0.35,0.05,10.05,3,1,4,0
"Palm Beach, Florida",Deaths (per 100k),7.02,0.40,0.06,8.96,3,1,4,0
"Coffee, Georgia",Deaths (per 100k),6.93,0.33,0.05,10.74,3,1,4,-2
"Etowah, Alabama",Deaths (per 100k),6.84,0.42,0.06,8.89,3,1,4,-1
"Madison, Ohio",Deaths (per 100k),6.71,0.32,0.05,12.13,3,1,4,0
"Trumbull, Ohio",Deaths (per 100k),6.57,0.36,0.05,8.38,3,1,4,2
"Lafayette, Louisiana",Deaths (per 100k),6.55,0.47,0.07,7.19,3,1,4,-1
"Albany, New York",Deaths (per 100k),6.55,0.37,0.06,7.01,3,1,4,1
"Lucas, Ohio",Deaths (per 100k),6.54,0.30,0.05,10.12,3,1,4,-1
"Washtenaw, Michigan",Deaths (per 100k),6.53,0.39,0.06,7.83,3,1,4,-1
"Chelan, Washington",Deaths (per 100k),6.48,0.37,0.06,9.70,3,1,4,0
"Floyd, Georgia",Deaths (per 100k),6.09,0.44,0.07,7.50,3,1,4,-1
"Panola, Mississippi",Deaths (per 100k),5.85,0.42,0.07,7.27,3,1,4,-1
"Lawrence, Pennsylvania",Deaths (per 100k),5.85,0.33,0.06,7.62,3,1,4,-1
"Fulton, Georgia",Deaths (per 100k),5.83,0.32,0.06,9.64,3,1,4,0
"Houston, Georgia",Deaths (per 100k),5.70,0.27,0.05,11.66,3,1,4,2
"Madison, Nebraska",Deaths (per 100k),5.70,0.41,0.07,7.97,3,1,4,-2
"El Paso, Colorado",Deaths (per 100k),5.69,0.26,0.05,12.45,3,1,4,0
"Monroe, Mississippi",Deaths (per 100k),5.67,0.41,0.07,7.27,3,1,4,-1
"Brazos, Texas",Deaths (per 100k),5.67,0.31,0.05,9.21,3,1,4,0
"Marshall, Mississippi",Deaths (per 100k),5.67,0.40,0.07,7.27,3,1,4,-1
"Cobb, Georgia",Deaths (per 100k),5.66,0.23,0.04,13.11,3,1,4,2
"Yamhill, Oregon",Deaths (per 100k),5.60,0.40,0.07,7.97,3,1,4,-1
"Jefferson, Colorado",Deaths (per 100k),5.32,0.32,0.06,9.46,3,1,4,0
"Clark, Nevada",Deaths (per 100k),5.07,0.33,0.06,7.55,3,1,4,-1
"Jackson, Michigan",Deaths (per 100k),5.05,0.27,0.05,7.27,3,1,4,2
"Carroll, Georgia",Deaths (per 100k),5.00,0.24,0.05,11.43,3,1,4,-1
"Harrison, Indiana",Deaths (per 100k),4.94,0.35,0.07,7.27,3,1,4,-1
"Livingston, New York",Deaths (per 100k),4.77,0.23,0.05,10.74,3,1,4,-1
"Broward, Florida",Deaths (per 100k),4.71,0.23,0.05,10.90,3,1,4,0
"Skagit, Washington",Deaths (per 100k),4.64,0.22,0.05,13.17,3,1,4,0
"Branch, Michigan",Deaths (per 100k),4.60,0.33,0.07,7.97,3,1,4,-1
"Kane, Illinois",Deaths (per 100k),4.51,0.24,0.05,11.43,3,1,4,0
"Lauderdale, Alabama",Deaths (per 100k),4.31,0.31,0.07,7.62,3,1,4,-1
"St. Charles, Missouri",Deaths (per 100k),3.98,0.25,0.06,7.47,3,1,4,1
"Jackson, Alabama",Deaths (per 100k),3.87,0.28,0.07,7.97,3,1,4,-1
"Kent, Delaware",Deaths (per 100k),3.87,0.24,0.06,7.27,3,1,4,2
"Rensselaer, New York",Deaths (per 100k),3.78,0.27,0.07,7.73,3,1,4,-1
"Hampshire, Massachusetts",Deaths (per 100k),3.73,0.27,0.07,7.04,3,1,4,-1
"Sarasota, Florida",Deaths (per 100k),3.69,0.23,0.06,7.27,3,1,4,1
"Beaufort, South Carolina",Deaths (per 100k),3.64,0.22,0.06,8.66,3,1,4,1
"Hawkins, Tennessee",Deaths (per 100k),3.52,0.25,0.07,7.27,3,1,4,-1
"Hardin, Texas",Deaths (per 100k),3.47,0.25,0.07,7.27,3,1,4,-1
"Garfield, Colorado",Deaths (per 100k),3.33,0.24,0.07,7.27,3,1,4,-1
"Ionia, Michigan",Deaths (per 100k),3.09,0.22,0.07,7.97,3,1,4,-3
"Kalamazoo, Michigan",Deaths (per 100k),3.02,0.22,0.07,7.97,3,1,4,-1
"Van Buren, Michigan",Deaths (per 100k),2.64,0.19,0.07,5.19,2,2,4,4
"Rock, Wisconsin",Deaths (per 100k),2.45,0.17,0.07,6.93,2,2,4,0
"Kent, Michigan",Deaths (per 100k),2.44,0.17,0.07,6.84,2,2,4,-1
"Pueblo, Colorado",Deaths (per 100k),2.37,0.17,0.07,5.88,2,2,4,1
"Lorain, Ohio",Deaths (per 100k),2.26,0.18,0.08,6.06,2,2,4,1
"Santa Rosa, Florida",Deaths (per 100k),2.17,0.16,0.07,6.93,2,2,4,0
"Greenville, South Carolina",Deaths (per 100k),2.10,0.19,0.09,4.10,2,2,4,-1
"Johnson, Iowa",Deaths (per 100k),1.98,0.09,0.05,5.88,2,2,4,4
"Cecil, Maryland",Deaths (per 100k),1.94,0.14,0.07,5.19,2,2,4,4
"York, Maine",Deaths (per 100k),1.93,0.14,0.07,6.23,2,2,4,0
"Monongalia, West Virginia",Deaths (per 100k),1.89,0.14,0.07,5.88,2,2,4,4
"Houston, Alabama",Deaths (per 100k),1.89,0.13,0.07,5.19,2,2,4,4
"Ada, Idaho",Deaths (per 100k),1.87,0.18,0.10,4.38,2,2,4,1
"Yolo, California",Deaths (per 100k),1.81,0.19,0.11,4.27,2,2,4,0
"Maui, Hawaii",Deaths (per 100k),1.79,0.17,0.10,4.84,2,2,4,-3
"Oneida, New York",Deaths (per 100k),1.75,0.12,0.07,6.93,2,2,4,1
"Flagler, Florida",Deaths (per 100k),1.74,0.12,0.07,6.58,2,2,4,0
"Loudoun, Virginia",Deaths (per 100k),1.69,0.14,0.08,4.32,2,2,4,-2
"Bexar, Texas",Deaths (per 100k),1.65,0.15,0.09,5.39,2,2,4,0
"Dallas, Texas",Deaths (per 100k),1.63,0.12,0.08,5.64,2,2,4,1
"San Diego, California",Deaths (per 100k),1.59,0.12,0.08,6.78,2,2,4,0
"Faulkner, Arkansas",Deaths (per 100k),1.59,0.11,0.07,5.19,2,2,4,4
"Cumberland, Pennsylvania",Deaths (per 100k),1.58,0.11,0.07,6.23,2,2,4,1
"Boone, Kentucky",Deaths (per 100k),1.50,0.11,0.07,5.19,2,2,4,4
"Volusia, Florida",Deaths (per 100k),1.45,0.10,0.07,6.58,2,2,4,-1
"Mecklenburg, North Carolina",Deaths (per 100k),1.44,0.10,0.07,6.67,2,2,4,1
"Winnebago, Illinois",Deaths (per 100k),1.42,0.15,0.11,5.42,2,2,4,0
"Jackson, Missouri",Deaths (per 100k),1.28,0.10,0.08,5.75,2,2,4,1
"Ramsey, Minnesota",Deaths (per 100k),1.27,0.10,0.08,6.23,2,2,4,1
"Harris, Texas",Deaths (per 100k),1.23,0.09,0.07,6.53,2,2,4,1
"Hillsborough, Florida",Deaths (per 100k),1.22,0.12,0.10,4.73,2,2,4,-1
"Ector, Texas",Deaths (per 100k),1.20,0.09,0.07,6.58,2,2,4,-2
"Greene, Ohio",Deaths (per 100k),1.18,0.08,0.07,5.19,2,2,4,4
"Buncombe, North Carolina",Deaths (per 100k),1.15,0.11,0.10,4.15,2,2,4,1
"Washington, Minnesota",Deaths (per 100k),1.14,0.11,0.10,5.54,2,2,4,0
"Midland, Texas",Deaths (per 100k),1.13,0.08,0.07,6.58,2,2,4,0
"Collin, Texas",Deaths (per 100k),0.97,0.08,0.09,5.54,2,2,4,0
"Baldwin, Alabama",Deaths (per 100k),0.90,0.06,0.07,5.19,2,2,4,4
"Clay, Missouri",Deaths (per 100k),0.80,0.06,0.07,6.58,2,2,4,-2
"Santa Cruz, California",Deaths (per 100k),0.73,0.05,0.07,5.19,2,2,4,4
"Cameron, Texas",Deaths (per 100k),0.71,0.07,0.10,5.54,2,2,4,-2
"Sedgwick, Kansas",Deaths (per 100k),0.58,0.06,0.10,4.50,2,2,4,2
"Chambers, Alabama",Deaths (per 100k),30.07,0.86,0.03,19.75,3,0,3,0
"Leflore, Mississippi",Deaths (per 100k),21.29,0.51,0.02,24.61,3,0,3,-2
"Worth, Georgia",Deaths (per 100k),19.76,0.71,0.04,17.67,3,0,3,-3
"Washington, Iowa",Deaths (per 100k),18.21,0.65,0.04,16.29,3,0,3,0
"Berkshire, Massachusetts",Deaths (per 100k),16.81,0.46,0.03,22.87,3,0,3,-2
"Tolland, Connecticut",Deaths (per 100k),14.60,0.47,0.03,14.48,3,0,3,-1
"Marion, Alabama",Deaths (per 100k),13.46,0.48,0.04,15.59,3,0,3,-1
"King, Washington",Deaths (per 100k),13.45,0.42,0.03,20.06,3,0,3,0
"Sullivan, New York",Deaths (per 100k),13.26,0.38,0.03,17.67,3,0,3,0
"Whatcom, Washington",Deaths (per 100k),10.91,0.25,0.02,26.51,3,0,3,-1
"Eagle, Colorado",Deaths (per 100k),10.88,0.26,0.02,25.30,3,0,3,3
"Ozaukee, Wisconsin",Deaths (per 100k),10.09,0.32,0.03,20.45,3,0,3,-1
"Snohomish, Washington",Deaths (per 100k),9.73,0.28,0.03,20.36,3,0,3,0
"Clarke, Georgia",Deaths (per 100k),9.35,0.33,0.04,16.52,3,0,3,0
"Salem, New Jersey",Deaths (per 100k),6.41,0.23,0.04,16.29,3,0,3,-2
"Cleveland, Oklahoma",Deaths (per 100k),6.34,0.25,0.04,14.90,3,0,3,-1
"Troup, Georgia",Deaths (per 100k),5.72,0.20,0.04,14.90,3,0,3,-2
"Burke, North Carolina",Deaths (per 100k),5.53,0.16,0.03,10.74,2,1,3,-2
"Florence, South Carolina",Deaths (per 100k),5.06,0.21,0.04,14.90,3,0,3,-1
"Creek, Oklahoma",Deaths (per 100k),4.19,0.20,0.05,12.82,2,1,3,-2
"Clay, Florida",Deaths (per 100k),4.10,0.20,0.05,12.36,2,1,3,1
"Tulare, California",Deaths (per 100k),3.22,0.18,0.06,8.31,2,1,3,-2
"Shelby, Alabama",Deaths (per 100k),3.22,0.13,0.04,12.47,2,1,3,3
"Walton, Georgia",Deaths (per 100k),3.17,0.15,0.05,10.05,2,1,3,3
"Cuyahoga, Ohio",Deaths (per 100k),3.16,0.16,0.05,8.16,2,1,3,0
"Johnson, Kansas",Deaths (per 100k),3.15,0.14,0.05,9.93,2,1,3,0
"Sutter, California",Deaths (per 100k),3.09,0.15,0.05,12.13,2,1,3,0
"Richland, South Carolina",Deaths (per 100k),2.89,0.14,0.05,11.43,2,1,3,1
"Shawnee, Kansas",Deaths (per 100k),2.83,0.16,0.06,7.97,2,1,3,0
"Madison, Mississippi",Deaths (per 100k),2.82,0.13,0.05,10.05,2,1,3,3
"Vigo, Indiana",Deaths (per 100k),2.80,0.13,0.05,10.74,2,1,3,3
"Shelby, Tennessee",Deaths (per 100k),2.77,0.17,0.06,9.79,2,1,3,-2
"Oklahoma, Oklahoma",Deaths (per 100k),2.76,0.14,0.05,10.31,2,1,3,0
"Sandoval, New Mexico",Deaths (per 100k),2.73,0.10,0.04,12.13,2,1,3,0
"Lexington, South Carolina",Deaths (per 100k),2.68,0.14,0.05,9.58,2,1,3,0
"New London, Connecticut",Deaths (per 100k),2.64,0.16,0.06,10.05,2,1,3,0
"Lake, Ohio",Deaths (per 100k),2.61,0.12,0.05,12.82,2,1,3,0
"Onondaga, New York",Deaths (per 100k),2.61,0.16,0.06,7.97,2,1,3,-1
"Davidson, Tennessee",Deaths (per 100k),2.59,0.19,0.07,7.27,2,1,3,-1
"Bernalillo, New Mexico",Deaths (per 100k),2.50,0.17,0.07,7.62,2,1,3,-1
"Waukesha, Wisconsin",Deaths (per 100k),2.47,0.14,0.06,7.62,2,1,3,0
"Harrison, Mississippi",Deaths (per 100k),2.40,0.14,0.06,10.05,2,1,3,0
"Chautauqua, New York",Deaths (per 100k),2.36,0.11,0.05,12.13,2,1,3,-2
"Canyon, Idaho",Deaths (per 100k),2.18,0.12,0.06,10.05,2,1,3,-3
"Alameda, California",Deaths (per 100k),2.15,0.07,0.03,11.95,2,1,3,0
"Williamson, Tennessee",Deaths (per 100k),2.10,0.12,0.06,9.01,2,1,3,1
"Marshall, Alabama",Deaths (per 100k),2.07,0.15,0.07,7.97,2,1,3,-3
"Sangamon, Illinois",Deaths (per 100k),2.05,0.07,0.04,10.74,2,1,3,3
"Riverside, California",Deaths (per 100k),2.02,0.13,0.06,8.38,2,1,3,0
"San Francisco, California",Deaths (per 100k),1.93,0.10,0.05,10.05,2,1,3,0
"Guilford, North Carolina",Deaths (per 100k),1.86,0.13,0.07,8.38,2,1,3,0
"Fort Bend, Texas",Deaths (per 100k),1.85,0.11,0.06,7.50,2,1,3,-1
"Placer, California",Deaths (per 100k),1.76,0.07,0.04,10.05,2,1,3,2
"Ingham, Michigan",Deaths (per 100k),1.71,0.10,0.06,7.27,2,1,3,1
"Potter, Texas",Deaths (per 100k),1.70,0.12,0.07,7.27,2,1,3,-1
"DeSoto, Mississippi",Deaths (per 100k),1.62,0.08,0.05,7.27,2,1,3,-1
"Denton, Texas",Deaths (per 100k),1.58,0.10,0.06,7.97,2,1,3,-1
"Ventura, California",Deaths (per 100k),1.54,0.07,0.04,10.74,2,1,3,0
"Duval, Florida",Deaths (per 100k),1.46,0.06,0.04,13.86,2,1,3,0
"Randall, Texas",Deaths (per 100k),1.45,0.10,0.07,7.27,2,1,3,-4
"Franklin, Ohio",Deaths (per 100k),1.44,0.07,0.05,11.32,2,1,3,0
"Pinellas, Florida",Deaths (per 100k),1.44,0.09,0.06,9.01,2,1,3,0
"Tarrant, Texas",Deaths (per 100k),1.43,0.07,0.05,9.98,2,1,3,-1
"San Bernardino, California",Deaths (per 100k),1.42,0.10,0.07,7.64,2,1,3,-1
"Cabarrus, North Carolina",Deaths (per 100k),1.39,0.07,0.05,10.05,2,1,3,3
"Polk, Florida",Deaths (per 100k),1.38,0.10,0.07,7.13,2,1,3,-1
"Lake, Florida",Deaths (per 100k),1.36,0.08,0.06,7.27,2,1,3,-1
"Maricopa, Arizona",Deaths (per 100k),1.34,0.06,0.05,11.14,2,1,3,0
"Jefferson, Missouri",Deaths (per 100k),1.33,0.06,0.05,12.13,2,1,3,-2
"Collier, Florida",Deaths (per 100k),1.30,0.07,0.06,9.01,2,1,3,-1
"McLennan, Texas",Deaths (per 100k),1.17,0.06,0.05,7.97,2,1,3,-1
"Dakota, Minnesota",Deaths (per 100k),1.17,0.07,0.06,9.01,2,1,3,0
"Cass, North Dakota",Deaths (per 100k),1.10,0.08,0.07,7.27,2,1,3,-1
"Travis, Texas",Deaths (per 100k),1.10,0.06,0.05,7.83,2,1,3,1
"York, South Carolina",Deaths (per 100k),1.07,0.05,0.05,12.13,2,1,3,0
"Forsyth, North Carolina",Deaths (per 100k),1.05,0.07,0.07,7.97,2,1,3,-1
"Champaign, Illinois",Deaths (per 100k),0.95,0.07,0.07,7.97,2,1,3,-3
"Fresno, California",Deaths (per 100k),0.70,0.04,0.06,6.35,1,2,3,-2
"Clark, Indiana",Deaths (per 100k),7.61,0.12,0.02,37.08,2,0,2,-2
"Rapides, Louisiana",Deaths (per 100k),5.40,0.11,0.02,21.83,2,0,2,0
"Schenectady, New York",Deaths (per 100k),5.15,0.09,0.02,35.00,2,0,2,2
"Cumberland, Maine",Deaths (per 100k),4.75,0.15,0.03,18.14,2,0,2,-3
"Sumter, South Carolina",Deaths (per 100k),4.69,0.13,0.03,16.98,2,0,2,0
"Clayton, Georgia",Deaths (per 100k),4.45,0.10,0.02,27.03,2,0,2,0
"Fayette, Georgia",Deaths (per 100k),4.37,0.12,0.03,20.45,2,0,2,2
"Broome, New York",Deaths (per 100k),4.20,0.15,0.04,15.59,2,0,2,-2
"Douglas, Georgia",Deaths (per 100k),4.10,0.10,0.02,24.61,2,0,2,2
"Franklin, Missouri",Deaths (per 100k),3.85,0.14,0.04,14.90,2,0,2,2
"Santa Clara, California",Deaths (per 100k),3.37,0.13,0.04,14.33,2,0,2,-1
"Spokane, Washington",Deaths (per 100k),3.25,0.14,0.04,15.18,2,0,2,-1
"Tulsa, Oklahoma",Deaths (per 100k),3.22,0.11,0.03,16.15,2,0,2,-3
"Cherokee, Georgia",Deaths (per 100k),3.09,0.11,0.04,15.94,2,0,2,0
"Clark, Washington",Deaths (per 100k),3.07,0.06,0.02,33.96,2,0,2,-1
"Hamilton, Tennessee",Deaths (per 100k),2.99,0.08,0.03,23.91,2,0,2,1
"Webb, Texas",Deaths (per 100k),2.89,0.10,0.04,15.59,2,0,2,2
"Muskegon, Michigan",Deaths (per 100k),2.88,0.08,0.03,19.75,2,0,2,2
"Lee, Florida",Deaths (per 100k),2.86,0.07,0.03,19.06,2,0,2,-1
"Summit, Ohio",Deaths (per 100k),2.77,0.08,0.03,21.37,2,0,2,-1
"Jefferson, Alabama",Deaths (per 100k),2.58,0.09,0.03,17.33,2,0,2,-1
"Pierce, Washington",Deaths (per 100k),2.54,0.09,0.04,14.78,2,0,2,-1
"St. Lucie, Florida",Deaths (per 100k),2.44,0.09,0.04,14.90,2,0,2,-1
"Horry, South Carolina",Deaths (per 100k),2.26,0.08,0.04,16.63,2,0,2,1
"San Joaquin, California",Deaths (per 100k),2.23,0.07,0.03,17.50,2,0,2,-1
"Henry, Georgia",Deaths (per 100k),2.13,0.06,0.03,15.59,2,0,2,2
"DeKalb, Georgia",Deaths (per 100k),1.98,0.08,0.04,15.59,2,0,2,-1
"Contra Costa, California",Deaths (per 100k),1.21,0.05,0.04,11.43,1,1,2,-1
"Montgomery, Texas",Deaths (per 100k),0.99,0.05,0.05,11.43,1,1,2,-1
"Marion, Florida",Deaths (per 100k),0.82,0.04,0.05,11.43,1,1,2,0
"Brazoria, Texas",Deaths (per 100k),0.80,0.04,0.05,7.97,1,1,2,-1
"Monterey, California",Deaths (per 100k),0.69,0.03,0.05,12.82,1,1,2,0
"Honolulu, Hawaii",Deaths (per 100k),0.62,0.03,0.05,11.78,1,1,2,0
"Pasco, Florida",Deaths (per 100k),0.54,0.03,0.05,11.43,1,1,2,0
"Seminole, Florida",Deaths (per 100k),0.42,0.03,0.07,7.97,1,1,2,-1
"Kern, California",Deaths (per 100k),0.33,0.02,0.05,12.82,1,1,2,0
"Greene, Missouri",Deaths (per 100k),2.73,0.05,0.02,37.08,1,0,1,0
"Larimer, Colorado",Deaths (per 100k),2.52,0.04,0.02,41.24,1,0,1,0
"Dane, Wisconsin",Deaths (per 100k),2.38,0.03,0.01,56.49,1,0,1,-1
"Chatham, Georgia",Deaths (per 100k),1.73,0.05,0.03,22.53,1,0,1,-2
"Polk, Iowa",Deaths (per 100k),1.43,0.03,0.02,19.75,1,0,1,1
"Osceola, Florida",Deaths (per 100k),1.33,0.04,0.03,22.53,1,0,1,0
"Orange, Florida",Deaths (per 100k),1.29,0.04,0.03,14.55,1,0,1,-2
"Washington, Oregon",Deaths (per 100k),1.16,0.05,0.04,14.90,1,0,1,-2
"Orange, California",Deaths (per 100k),0.69,0.02,0.03,21.49,1,0,1,0
