location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Saline, Kansas",Deaths (per 100k),3.69,0.26,0.07,5.88,3,2,5,0
"Tulare, California",Deaths (per 100k),3.65,0.25,0.07,6.84,3,2,5,2
"Hennepin, Minnesota",Deaths (per 100k),3.63,0.32,0.09,5.49,3,2,5,0
"Hamilton, Ohio",Deaths (per 100k),3.55,0.24,0.07,6.28,3,2,5,0
"Genesee, New York",Deaths (per 100k),3.49,0.25,0.07,5.19,3,2,5,5
"Washington, New York",Deaths (per 100k),3.27,0.23,0.07,5.19,3,2,5,5
"Multnomah, Oregon",Deaths (per 100k),3.20,0.26,0.08,5.33,3,2,5,0
"Georgetown, South Carolina",Deaths (per 100k),3.19,0.23,0.07,5.19,3,2,5,5
"Pulaski, Kentucky",Deaths (per 100k),3.08,0.22,0.07,5.88,3,2,5,5
"Howard, Maryland",Deaths (per 100k),3.07,0.26,0.09,5.19,3,2,5,0
"McCracken, Kentucky",Deaths (per 100k),3.06,0.22,0.07,5.88,3,2,5,0
"Racine, Wisconsin",Deaths (per 100k),3.06,0.29,0.10,4.15,3,2,5,1
"Harrison, Texas",Deaths (per 100k),3.01,0.21,0.07,5.88,3,2,5,5
"Washoe, Nevada",Deaths (per 100k),2.97,0.24,0.08,6.32,3,2,5,0
"Daviess, Kentucky",Deaths (per 100k),2.96,0.28,0.10,4.84,3,2,5,2
"Greene, Tennessee",Deaths (per 100k),2.90,0.21,0.07,5.88,3,2,5,5
"Pulaski, Arkansas",Deaths (per 100k),2.81,0.29,0.10,5.19,3,2,5,-1
"Butler, Pennsylvania",Deaths (per 100k),2.66,0.23,0.09,5.65,3,2,5,1
"Lowndes, Georgia",Deaths (per 100k),2.56,0.24,0.10,4.50,3,2,5,1
"Jefferson, Texas",Deaths (per 100k),2.39,0.23,0.10,6.23,3,2,5,0
"Fayette, Pennsylvania",Deaths (per 100k),2.32,0.22,0.10,5.54,3,2,5,0
"Greenville, South Carolina",Deaths (per 100k),2.10,0.22,0.10,4.24,3,2,5,1
"Muscogee, Georgia",Deaths (per 100k),2.04,0.22,0.11,5.42,3,2,5,-2
"Johnson, Iowa",Deaths (per 100k),1.98,0.19,0.10,3.45,2,3,5,1
"Aiken, South Carolina",Deaths (per 100k),1.76,0.17,0.10,3.45,2,3,5,5
"Hinds, Mississippi",Deaths (per 100k),1.73,0.18,0.11,3.34,2,3,5,1
"Orange, North Carolina",Deaths (per 100k),1.35,0.19,0.14,3.45,2,3,5,-1
"Hancock, Ohio",Deaths (per 100k),1.32,0.19,0.14,3.11,2,3,5,-2
"Yuba, California",Deaths (per 100k),1.27,0.18,0.14,3.11,2,3,5,-2
"Bulloch, Georgia",Deaths (per 100k),1.26,0.18,0.14,3.11,2,3,5,-2
"Wright, Minnesota",Deaths (per 100k),0.72,0.10,0.14,3.11,2,3,5,-2
"Ottawa, Michigan",Deaths (per 100k),0.69,0.10,0.14,3.80,2,3,5,-1
"Washington, Maryland",Deaths (per 100k),0.66,0.09,0.14,3.11,2,3,5,-2
"Dorchester, South Carolina",Deaths (per 100k),0.61,0.09,0.14,3.11,2,3,5,-2
"Harford, Maryland",Deaths (per 100k),0.39,0.06,0.14,3.11,2,3,5,-2
"Terrell, Georgia",Deaths (per 100k),140.66,3.35,0.02,24.26,4,0,4,-3
"St. John the Baptist, Louisiana",Deaths (per 100k),112.05,4.34,0.04,14.79,4,0,4,-2
"Dougherty, Georgia",Deaths (per 100k),94.37,3.57,0.04,15.66,4,0,4,-3
"Orleans, Louisiana",Deaths (per 100k),77.41,2.89,0.04,14.77,4,0,4,-1
"Early, Georgia",Deaths (per 100k),58.88,1.40,0.02,27.38,4,0,4,-3
"St. Charles, Louisiana",Deaths (per 100k),48.96,1.88,0.04,16.48,4,0,4,-1
"Tama, Iowa",Deaths (per 100k),23.73,0.85,0.04,10.05,3,1,4,4
"Miami, Ohio",Deaths (per 100k),20.56,0.93,0.05,10.84,3,1,4,0
"Orange, Indiana",Deaths (per 100k),20.36,0.73,0.04,12.82,3,1,4,0
"Chaffee, Colorado",Deaths (per 100k),19.65,0.70,0.04,12.82,3,1,4,0
"Darke, Ohio",Deaths (per 100k),19.56,0.84,0.04,13.28,3,1,4,-1
"Mahoning, Ohio",Deaths (per 100k),18.37,0.81,0.04,11.65,3,1,4,0
"Coconino, Arizona",Deaths (per 100k),18.12,1.00,0.05,8.45,3,1,4,-2
"Carroll, Maryland",Deaths (per 100k),17.22,0.93,0.05,10.55,3,1,4,-2
"Osage, Oklahoma",Deaths (per 100k),17.03,0.91,0.05,10.97,3,1,4,-1
"Monroe, Pennsylvania",Deaths (per 100k),17.03,0.92,0.05,9.86,3,1,4,-2
"Benton, Washington",Deaths (per 100k),16.63,0.70,0.04,12.47,3,1,4,0
"East Baton Rouge, Louisiana",Deaths (per 100k),15.00,0.94,0.06,7.80,3,1,4,-1
"Tolland, Connecticut",Deaths (per 100k),14.60,0.85,0.06,8.58,3,1,4,1
"Sullivan, New York",Deaths (per 100k),14.58,0.57,0.04,12.36,3,1,4,1
"Sumner, Tennessee",Deaths (per 100k),14.12,0.67,0.05,12.36,3,1,4,0
"Montrose, Colorado",Deaths (per 100k),14.03,0.67,0.05,9.01,3,1,4,-2
"Cook, Illinois",Deaths (per 100k),14.02,0.89,0.06,7.01,3,1,4,-2
"Adair, Oklahoma",Deaths (per 100k),13.52,0.64,0.05,10.05,3,1,4,-2
"Milwaukee, Wisconsin",Deaths (per 100k),12.05,0.74,0.06,8.35,3,1,4,-1
"Winona, Minnesota",Deaths (per 100k),11.88,0.57,0.05,13.17,3,1,4,-2
"Yakima, Washington",Deaths (per 100k),11.56,0.68,0.06,8.49,3,1,4,0
"Iberia, Louisiana",Deaths (per 100k),10.02,0.41,0.04,12.47,3,1,4,4
"Columbiana, Ohio",Deaths (per 100k),9.82,0.56,0.06,7.97,3,1,4,2
"Kankakee, Illinois",Deaths (per 100k),9.10,0.65,0.07,7.83,3,1,4,-1
"Hendricks, Indiana",Deaths (per 100k),8.81,0.50,0.06,7.50,3,1,4,-1
"Bossier, Louisiana",Deaths (per 100k),8.66,0.56,0.06,8.38,3,1,4,-1
"Wagoner, Oklahoma",Deaths (per 100k),8.61,0.53,0.06,7.04,3,1,4,0
"Hamilton, Indiana",Deaths (per 100k),8.58,0.51,0.06,8.78,3,1,4,-1
"Monroe, Mississippi",Deaths (per 100k),8.51,0.41,0.05,7.97,3,1,4,-1
"Barnstable, Massachusetts",Deaths (per 100k),8.45,0.47,0.06,9.85,3,1,4,-1
"Ulster, New York",Deaths (per 100k),8.45,0.48,0.06,7.97,3,1,4,-1
"Denver, Colorado",Deaths (per 100k),8.39,0.45,0.05,9.20,3,1,4,-1
"Monroe, New York",Deaths (per 100k),8.36,0.42,0.05,9.79,3,1,4,0
"Sumter, Florida",Deaths (per 100k),8.31,0.43,0.05,10.22,3,1,4,-1
"Northampton, Pennsylvania",Deaths (per 100k),8.19,0.37,0.05,13.51,3,1,4,0
"Dearborn, Indiana",Deaths (per 100k),8.09,0.58,0.07,7.27,3,1,4,-1
"Dickinson, Michigan",Deaths (per 100k),7.92,0.57,0.07,7.97,3,1,4,-1
"Teller, Colorado",Deaths (per 100k),7.88,0.56,0.07,7.97,3,1,4,-1
"Etowah, Alabama",Deaths (per 100k),7.82,0.42,0.05,9.58,3,1,4,-1
"Dawson, Georgia",Deaths (per 100k),7.66,0.55,0.07,7.97,3,1,4,-3
"Montezuma, Colorado",Deaths (per 100k),7.64,0.55,0.07,7.27,3,1,4,-1
"Palm Beach, Florida",Deaths (per 100k),7.48,0.34,0.05,11.20,3,1,4,0
"Avoyelles, Louisiana",Deaths (per 100k),7.47,0.36,0.05,10.05,3,1,4,4
"Mayes, Oklahoma",Deaths (per 100k),7.30,0.35,0.05,10.74,3,1,4,0
"Isabella, Michigan",Deaths (per 100k),7.16,0.41,0.06,7.27,3,1,4,-1
"Trumbull, Ohio",Deaths (per 100k),7.07,0.36,0.05,9.08,3,1,4,2
"Coffee, Georgia",Deaths (per 100k),6.93,0.33,0.05,11.43,3,1,4,-2
"Washtenaw, Michigan",Deaths (per 100k),6.80,0.43,0.06,7.78,3,1,4,0
"Madison, Ohio",Deaths (per 100k),6.71,0.32,0.05,12.82,3,1,4,0
"Lafayette, Louisiana",Deaths (per 100k),6.55,0.35,0.05,10.39,3,1,4,-1
"Lucas, Ohio",Deaths (per 100k),6.54,0.40,0.06,8.20,3,1,4,0
"Hall, Nebraska",Deaths (per 100k),6.52,0.47,0.07,7.97,3,1,4,-1
"Chelan, Washington",Deaths (per 100k),6.48,0.37,0.06,10.39,3,1,4,0
"Dutchess, New York",Deaths (per 100k),6.46,0.39,0.06,7.53,3,1,4,1
"Floyd, Indiana",Deaths (per 100k),6.37,0.36,0.06,9.35,3,1,4,-2
"Cobb, Georgia",Deaths (per 100k),6.18,0.26,0.04,11.88,3,1,4,2
"Floyd, Georgia",Deaths (per 100k),6.09,0.44,0.07,8.20,3,1,4,-1
"Fulton, Georgia",Deaths (per 100k),5.92,0.28,0.05,11.76,3,1,4,0
"Panola, Mississippi",Deaths (per 100k),5.85,0.42,0.07,7.97,3,1,4,-1
"Carroll, Georgia",Deaths (per 100k),5.83,0.24,0.04,12.13,3,1,4,0
"Brazos, Texas",Deaths (per 100k),5.67,0.31,0.05,9.91,3,1,4,0
"Marshall, Mississippi",Deaths (per 100k),5.67,0.40,0.07,7.97,3,1,4,-1
"Highlands, Florida",Deaths (per 100k),5.65,0.40,0.07,7.27,3,1,4,-1
"Yamhill, Oregon",Deaths (per 100k),5.60,0.40,0.07,8.66,3,1,4,0
"Adams, Colorado",Deaths (per 100k),5.41,0.36,0.07,8.02,3,1,4,-1
"Rapides, Louisiana",Deaths (per 100k),5.40,0.33,0.06,7.73,3,1,4,2
"Montgomery, Maryland",Deaths (per 100k),5.33,0.38,0.07,7.02,3,1,4,-1
"Mobile, Alabama",Deaths (per 100k),5.32,0.31,0.06,7.43,3,1,4,-1
"Broward, Florida",Deaths (per 100k),5.17,0.25,0.05,10.60,3,1,4,0
"Clark, Nevada",Deaths (per 100k),5.07,0.32,0.06,8.56,3,1,4,-1
"Kent, Delaware",Deaths (per 100k),4.98,0.24,0.05,7.97,3,1,4,-1
"Harrison, Indiana",Deaths (per 100k),4.94,0.35,0.07,7.97,3,1,4,-1
"Livingston, New York",Deaths (per 100k),4.77,0.23,0.05,11.43,3,1,4,-1
"Sumter, South Carolina",Deaths (per 100k),4.69,0.27,0.06,9.01,3,1,4,2
"Lee, Mississippi",Deaths (per 100k),4.68,0.33,0.07,7.62,3,1,4,-1
"Eaton, Michigan",Deaths (per 100k),4.53,0.26,0.06,10.05,3,1,4,-1
"Lauderdale, Alabama",Deaths (per 100k),4.31,0.31,0.07,8.31,3,1,4,-1
"St. Charles, Missouri",Deaths (per 100k),4.23,0.25,0.06,8.16,3,1,4,0
"Comal, Texas",Deaths (per 100k),3.84,0.27,0.07,7.50,3,1,4,-1
"Rensselaer, New York",Deaths (per 100k),3.78,0.27,0.07,8.43,3,1,4,-1
"Hampshire, Massachusetts",Deaths (per 100k),3.73,0.27,0.07,7.73,3,1,4,-1
"Beaufort, South Carolina",Deaths (per 100k),3.64,0.22,0.06,9.35,3,1,4,1
"Hawkins, Tennessee",Deaths (per 100k),3.52,0.25,0.07,7.97,3,1,4,-1
"Hardin, Texas",Deaths (per 100k),3.47,0.25,0.07,7.97,3,1,4,-1
"Gwinnett, Georgia",Deaths (per 100k),3.42,0.21,0.06,7.07,3,1,4,-1
"Sandusky, Ohio",Deaths (per 100k),3.42,0.24,0.07,7.97,3,1,4,-3
"Garfield, Colorado",Deaths (per 100k),3.33,0.24,0.07,7.97,3,1,4,-1
"Allegheny, Pennsylvania",Deaths (per 100k),3.12,0.19,0.06,5.67,2,2,4,-1
"York, Maine",Deaths (per 100k),2.89,0.14,0.05,6.93,2,2,4,0
"Houston, Alabama",Deaths (per 100k),2.83,0.13,0.05,5.88,2,2,4,4
"Sandoval, New Mexico",Deaths (per 100k),2.73,0.19,0.07,6.58,2,2,4,1
"Waukesha, Wisconsin",Deaths (per 100k),2.72,0.18,0.06,6.72,2,2,4,1
"Van Buren, Michigan",Deaths (per 100k),2.64,0.19,0.07,5.88,2,2,4,4
"Dauphin, Pennsylvania",Deaths (per 100k),2.52,0.15,0.06,5.42,2,2,4,-2
"Pueblo, Colorado",Deaths (per 100k),2.37,0.17,0.07,6.58,2,2,4,1
"Alameda, California",Deaths (per 100k),2.33,0.17,0.07,5.26,2,2,4,1
"Montgomery, Alabama",Deaths (per 100k),2.21,0.19,0.09,6.35,2,2,4,-2
"Sangamon, Illinois",Deaths (per 100k),2.05,0.15,0.07,5.88,2,2,4,1
"Ingham, Michigan",Deaths (per 100k),2.05,0.15,0.07,5.42,2,2,4,1
"Forsyth, Georgia",Deaths (per 100k),2.05,0.18,0.09,5.88,2,2,4,-2
"Canadian, Oklahoma",Deaths (per 100k),2.02,0.19,0.10,4.15,2,2,4,-2
"Cecil, Maryland",Deaths (per 100k),1.94,0.14,0.07,5.88,2,2,4,4
"Dallas, Texas",Deaths (per 100k),1.90,0.12,0.07,6.34,2,2,4,1
"Monongalia, West Virginia",Deaths (per 100k),1.89,0.14,0.07,6.58,2,2,4,0
"Ada, Idaho",Deaths (per 100k),1.87,0.18,0.10,5.08,2,2,4,1
"Fort Bend, Texas",Deaths (per 100k),1.85,0.16,0.09,5.58,2,2,4,1
"Maui, Hawaii",Deaths (per 100k),1.79,0.17,0.10,5.54,2,2,4,0
"Iredell, North Carolina",Deaths (per 100k),1.65,0.08,0.05,5.88,2,2,4,-2
"Volusia, Florida",Deaths (per 100k),1.63,0.13,0.08,5.88,2,2,4,0
"DeSoto, Mississippi",Deaths (per 100k),1.62,0.15,0.10,4.15,2,2,4,1
"Faulkner, Arkansas",Deaths (per 100k),1.59,0.11,0.07,5.88,2,2,4,4
"Cumberland, Pennsylvania",Deaths (per 100k),1.58,0.11,0.07,6.93,2,2,4,1
"Spartanburg, South Carolina",Deaths (per 100k),1.56,0.18,0.11,4.67,2,2,4,0
"McLennan, Texas",Deaths (per 100k),1.56,0.11,0.07,4.50,2,2,4,1
"Montgomery, Ohio",Deaths (per 100k),1.50,0.16,0.11,4.38,2,2,4,-1
"Boone, Kentucky",Deaths (per 100k),1.50,0.11,0.07,5.88,2,2,4,4
"Delaware, Ohio",Deaths (per 100k),1.43,0.14,0.10,4.84,2,2,4,1
"Jackson, Missouri",Deaths (per 100k),1.42,0.10,0.07,6.44,2,2,4,1
"Lake, Florida",Deaths (per 100k),1.36,0.12,0.09,5.42,2,2,4,1
"Travis, Texas",Deaths (per 100k),1.33,0.08,0.06,6.18,2,2,4,2
"Ramsey, Minnesota",Deaths (per 100k),1.27,0.10,0.08,6.93,2,2,4,1
"Hillsborough, Florida",Deaths (per 100k),1.22,0.11,0.09,5.88,2,2,4,0
"Greene, Ohio",Deaths (per 100k),1.18,0.08,0.07,5.88,2,2,4,4
"Scott, Iowa",Deaths (per 100k),1.16,0.08,0.07,5.19,2,2,4,4
"Buncombe, North Carolina",Deaths (per 100k),1.15,0.11,0.10,4.84,2,2,4,1
"Bay, Florida",Deaths (per 100k),1.14,0.08,0.07,5.19,2,2,4,4
"Tippecanoe, Indiana",Deaths (per 100k),1.02,0.07,0.07,5.19,2,2,4,4
"Brevard, Florida",Deaths (per 100k),1.00,0.09,0.10,4.50,2,2,4,-3
"Baldwin, Alabama",Deaths (per 100k),0.90,0.06,0.07,5.88,2,2,4,4
"Brazoria, Texas",Deaths (per 100k),0.80,0.08,0.10,4.50,2,2,4,2
"Santa Cruz, California",Deaths (per 100k),0.73,0.05,0.07,5.88,2,2,4,4
"Fresno, California",Deaths (per 100k),0.70,0.06,0.08,5.36,2,2,4,1
"Sedgwick, Kansas",Deaths (per 100k),0.58,0.06,0.10,5.19,2,2,4,2
"Franklin, Massachusetts",Deaths (per 100k),35.62,0.81,0.02,28.24,3,0,3,-2
"Chambers, Alabama",Deaths (per 100k),33.08,0.86,0.03,20.45,3,0,3,0
"De Soto, Louisiana",Deaths (per 100k),29.13,0.52,0.02,34.31,3,0,3,-2
"Leflore, Mississippi",Deaths (per 100k),21.29,0.51,0.02,25.30,3,0,3,0
"Lawrence, Indiana",Deaths (per 100k),19.84,0.63,0.03,17.33,3,0,3,0
"Bartow, Georgia",Deaths (per 100k),19.49,0.66,0.03,14.48,3,0,3,-2
"Washington, Iowa",Deaths (per 100k),18.21,0.65,0.04,16.98,3,0,3,0
"Union, Louisiana",Deaths (per 100k),18.09,0.65,0.04,15.59,3,0,3,-4
"Berkshire, Massachusetts",Deaths (per 100k),16.81,0.34,0.02,31.31,3,0,3,-2
"Lafourche, Louisiana",Deaths (per 100k),16.39,0.59,0.04,15.42,3,0,3,-1
"Terrebonne, Louisiana",Deaths (per 100k),16.30,0.52,0.03,17.85,3,0,3,-1
"King, Washington",Deaths (per 100k),13.85,0.37,0.03,23.17,3,0,3,0
"Marion, Alabama",Deaths (per 100k),13.46,0.48,0.04,16.29,3,0,3,-1
"Pike, Pennsylvania",Deaths (per 100k),12.54,0.26,0.02,29.46,3,0,3,-3
"Whatcom, Washington",Deaths (per 100k),10.91,0.37,0.03,18.25,3,0,3,0
"Eagle, Colorado",Deaths (per 100k),10.88,0.26,0.02,25.99,3,0,3,0
"Snohomish, Washington",Deaths (per 100k),10.46,0.30,0.03,19.83,3,0,3,0
"Island, Washington",Deaths (per 100k),9.40,0.34,0.04,17.33,3,0,3,-1
"Clarke, Georgia",Deaths (per 100k),9.35,0.33,0.04,17.21,3,0,3,0
"Kay, Oklahoma",Deaths (per 100k),9.19,0.33,0.04,16.29,3,0,3,-2
"Clark, Indiana",Deaths (per 100k),7.61,0.24,0.03,19.06,3,0,3,1
"Cleveland, Oklahoma",Deaths (per 100k),7.39,0.20,0.03,19.41,3,0,3,-1
"Salem, New Jersey",Deaths (per 100k),6.41,0.23,0.04,16.98,3,0,3,-1
"El Paso, Colorado",Deaths (per 100k),5.97,0.22,0.04,15.47,3,0,3,-1
"Troup, Georgia",Deaths (per 100k),5.72,0.20,0.04,15.59,3,0,3,-2
"Florence, South Carolina",Deaths (per 100k),5.06,0.21,0.04,15.59,3,0,3,0
"Douglas, Colorado",Deaths (per 100k),4.27,0.16,0.04,11.95,2,1,3,-2
"Moore, North Carolina",Deaths (per 100k),3.97,0.14,0.04,10.05,2,1,3,3
"Onondaga, New York",Deaths (per 100k),3.69,0.19,0.05,7.27,2,1,3,-1
"Johnson, Kansas",Deaths (per 100k),3.65,0.19,0.05,8.05,2,1,3,0
"Santa Clara, California",Deaths (per 100k),3.58,0.14,0.04,13.48,2,1,3,1
"Shelby, Tennessee",Deaths (per 100k),3.41,0.14,0.04,12.74,2,1,3,0
"Cuyahoga, Ohio",Deaths (per 100k),3.40,0.19,0.05,7.79,2,1,3,0
"Shelby, Alabama",Deaths (per 100k),3.22,0.13,0.04,13.17,2,1,3,3
"Yolo, California",Deaths (per 100k),3.17,0.13,0.04,7.27,2,1,3,-1
"Walton, Georgia",Deaths (per 100k),3.17,0.15,0.05,10.74,2,1,3,3
"Richland, South Carolina",Deaths (per 100k),3.13,0.17,0.05,9.77,2,1,3,1
"Lee, Florida",Deaths (per 100k),3.11,0.15,0.05,10.05,2,1,3,1
"Pierce, Washington",Deaths (per 100k),3.09,0.11,0.04,13.32,2,1,3,1
"Lorain, Ohio",Deaths (per 100k),2.90,0.14,0.05,8.89,2,1,3,-1
"Fond du Lac, Wisconsin",Deaths (per 100k),2.90,0.14,0.05,10.05,2,1,3,3
"Shawnee, Kansas",Deaths (per 100k),2.83,0.16,0.06,8.66,2,1,3,0
"Madison, Mississippi",Deaths (per 100k),2.82,0.13,0.05,10.74,2,1,3,3
"Vigo, Indiana",Deaths (per 100k),2.80,0.13,0.05,11.43,2,1,3,0
"Pima, Arizona",Deaths (per 100k),2.77,0.18,0.06,8.39,2,1,3,-2
"Oklahoma, Oklahoma",Deaths (per 100k),2.76,0.13,0.05,12.52,2,1,3,0
"Santa Rosa, Florida",Deaths (per 100k),2.71,0.16,0.06,7.62,2,1,3,-1
"Fairfax, Virginia",Deaths (per 100k),2.70,0.15,0.06,7.50,2,1,3,-3
"Lexington, South Carolina",Deaths (per 100k),2.68,0.14,0.05,10.28,2,1,3,0
"Oneida, New York",Deaths (per 100k),2.62,0.12,0.05,7.62,2,1,3,-1
"Lake, Ohio",Deaths (per 100k),2.61,0.12,0.05,13.51,2,1,3,0
"Bernalillo, New Mexico",Deaths (per 100k),2.50,0.19,0.08,7.43,2,1,3,-1
"Rock, Wisconsin",Deaths (per 100k),2.45,0.17,0.07,7.62,2,1,3,-1
"Kent, Michigan",Deaths (per 100k),2.44,0.17,0.07,7.53,2,1,3,-1
"Harrison, Mississippi",Deaths (per 100k),2.40,0.14,0.06,10.74,2,1,3,0
"Chautauqua, New York",Deaths (per 100k),2.36,0.11,0.05,12.82,2,1,3,0
"Tazewell, Illinois",Deaths (per 100k),2.28,0.11,0.05,11.43,2,1,3,-4
"Riverside, California",Deaths (per 100k),2.19,0.10,0.05,11.01,2,1,3,0
"Canyon, Idaho",Deaths (per 100k),2.18,0.12,0.06,10.74,2,1,3,-2
"Henry, Georgia",Deaths (per 100k),2.13,0.12,0.06,8.31,2,1,3,1
"Williamson, Tennessee",Deaths (per 100k),2.10,0.12,0.06,9.70,2,1,3,1
"Polk, Iowa",Deaths (per 100k),2.04,0.09,0.04,7.04,2,1,3,3
"Coweta, Georgia",Deaths (per 100k),2.02,0.10,0.05,10.05,2,1,3,3
"Placer, California",Deaths (per 100k),2.01,0.11,0.05,7.27,2,1,3,0
"San Francisco, California",Deaths (per 100k),1.93,0.11,0.06,9.25,2,1,3,0
"Mecklenburg, North Carolina",Deaths (per 100k),1.89,0.08,0.04,9.70,2,1,3,-1
"Bexar, Texas",Deaths (per 100k),1.85,0.11,0.06,8.38,2,1,3,-1
"San Diego, California",Deaths (per 100k),1.80,0.09,0.05,9.42,2,1,3,-1
"San Bernardino, California",Deaths (per 100k),1.79,0.09,0.05,8.91,2,1,3,-1
"Flagler, Florida",Deaths (per 100k),1.74,0.12,0.07,7.27,2,1,3,-1
"Potter, Texas",Deaths (per 100k),1.70,0.12,0.07,7.97,2,1,3,-1
"Ellis, Texas",Deaths (per 100k),1.62,0.08,0.05,10.05,2,1,3,3
"Tarrant, Texas",Deaths (per 100k),1.62,0.07,0.05,10.68,2,1,3,0
"Denton, Texas",Deaths (per 100k),1.58,0.11,0.07,7.47,2,1,3,0
"Collier, Florida",Deaths (per 100k),1.56,0.07,0.05,9.70,2,1,3,-1
"Ventura, California",Deaths (per 100k),1.54,0.10,0.07,7.73,2,1,3,0
"Polk, Florida",Deaths (per 100k),1.52,0.10,0.06,7.83,2,1,3,-1
"Orange, Florida",Deaths (per 100k),1.51,0.08,0.05,7.79,2,1,3,2
"Randall, Texas",Deaths (per 100k),1.45,0.10,0.07,7.97,2,1,3,-1
"Franklin, Ohio",Deaths (per 100k),1.44,0.08,0.05,10.34,2,1,3,0
"Pinellas, Florida",Deaths (per 100k),1.44,0.07,0.05,11.57,2,1,3,0
"Maricopa, Arizona",Deaths (per 100k),1.43,0.07,0.05,9.84,2,1,3,0
"Contra Costa, California",Deaths (per 100k),1.39,0.09,0.06,7.07,2,1,3,1
"Cabarrus, North Carolina",Deaths (per 100k),1.39,0.07,0.05,10.74,2,1,3,3
"Harris, Texas",Deaths (per 100k),1.34,0.08,0.06,7.73,2,1,3,-1
"Jefferson, Missouri",Deaths (per 100k),1.33,0.06,0.05,12.82,2,1,3,0
"Forsyth, North Carolina",Deaths (per 100k),1.31,0.07,0.06,8.66,2,1,3,0
"Escambia, Florida",Deaths (per 100k),1.26,0.09,0.07,7.27,2,1,3,-1
"Ector, Texas",Deaths (per 100k),1.20,0.09,0.07,7.27,2,1,3,-3
"Dakota, Minnesota",Deaths (per 100k),1.17,0.07,0.06,9.70,2,1,3,0
"Washington, Minnesota",Deaths (per 100k),1.14,0.05,0.05,12.13,2,1,3,-1
"Midland, Texas",Deaths (per 100k),1.13,0.08,0.07,7.27,2,1,3,-1
"Cass, North Dakota",Deaths (per 100k),1.10,0.08,0.07,7.97,2,1,3,-1
"York, South Carolina",Deaths (per 100k),1.07,0.05,0.05,12.82,2,1,3,0
"Collin, Texas",Deaths (per 100k),1.06,0.07,0.06,7.41,2,1,3,-1
"Cumberland, North Carolina",Deaths (per 100k),0.89,0.04,0.05,5.88,1,2,3,-3
"York, Pennsylvania",Deaths (per 100k),0.89,0.06,0.07,7.27,2,1,3,1
"Clay, Missouri",Deaths (per 100k),0.80,0.06,0.07,7.27,2,1,3,-3
"Durham, North Carolina",Deaths (per 100k),0.62,0.04,0.07,5.19,1,2,3,3
"Beaver, Pennsylvania",Deaths (per 100k),8.54,0.09,0.01,64.12,2,0,2,-2
"Houston, Georgia",Deaths (per 100k),5.70,0.18,0.03,18.37,2,0,2,-2
"Jefferson, Colorado",Deaths (per 100k),5.49,0.20,0.04,16.29,2,0,2,-2
"Schenectady, New York",Deaths (per 100k),5.15,0.09,0.02,35.70,2,0,2,0
"Cumberland, Maine",Deaths (per 100k),4.75,0.19,0.04,14.21,2,0,2,-2
"Kane, Illinois",Deaths (per 100k),4.70,0.13,0.03,21.56,2,0,2,-2
"Skagit, Washington",Deaths (per 100k),4.64,0.11,0.02,27.38,2,0,2,-2
"LaPorte, Indiana",Deaths (per 100k),4.55,0.13,0.03,14.90,2,0,2,2
"Clayton, Georgia",Deaths (per 100k),4.45,0.10,0.02,27.72,2,0,2,0
"Fayette, Georgia",Deaths (per 100k),4.37,0.12,0.03,21.14,2,0,2,0
"Broome, New York",Deaths (per 100k),4.20,0.15,0.04,16.29,2,0,2,-2
"Clay, Florida",Deaths (per 100k),4.10,0.13,0.03,19.41,2,0,2,-1
"Douglas, Georgia",Deaths (per 100k),4.10,0.10,0.02,25.30,2,0,2,2
"Franklin, Missouri",Deaths (per 100k),3.85,0.14,0.04,15.59,2,0,2,2
"Webb, Texas",Deaths (per 100k),3.61,0.10,0.03,16.29,2,0,2,0
"Jefferson, Alabama",Deaths (per 100k),3.34,0.09,0.03,18.02,2,0,2,-1
"Tulsa, Oklahoma",Deaths (per 100k),3.22,0.11,0.03,16.84,2,0,2,-2
"Cherokee, Georgia",Deaths (per 100k),3.09,0.11,0.04,16.63,2,0,2,0
"Clark, Washington",Deaths (per 100k),3.07,0.06,0.02,34.66,2,0,2,0
"Kalamazoo, Michigan",Deaths (per 100k),3.02,0.11,0.04,16.98,2,0,2,-2
"Hamilton, Tennessee",Deaths (per 100k),2.99,0.08,0.03,24.61,2,0,2,1
"Summit, Ohio",Deaths (per 100k),2.96,0.08,0.03,22.06,2,0,2,-1
"Dane, Wisconsin",Deaths (per 100k),2.93,0.05,0.02,28.76,2,0,2,1
"Muskegon, Michigan",Deaths (per 100k),2.88,0.08,0.03,20.45,2,0,2,2
"St. Lucie, Florida",Deaths (per 100k),2.74,0.09,0.03,15.59,2,0,2,-1
"Davidson, Tennessee",Deaths (per 100k),2.74,0.10,0.04,14.07,2,0,2,-2
"Horry, South Carolina",Deaths (per 100k),2.54,0.08,0.03,17.33,2,0,2,1
"DeKalb, Georgia",Deaths (per 100k),2.37,0.08,0.03,16.29,2,0,2,0
"San Joaquin, California",Deaths (per 100k),2.23,0.07,0.03,18.19,2,0,2,-1
"Guilford, North Carolina",Deaths (per 100k),2.05,0.05,0.03,22.18,2,0,2,-1
"Duval, Florida",Deaths (per 100k),1.46,0.06,0.04,14.55,2,0,2,-1
"Winnebago, Illinois",Deaths (per 100k),1.42,0.05,0.04,17.67,2,0,2,-2
