location,metric,value,change (avg),growth rate,doubling time (days),severity (change),severity (growth),severity,severity (trend)
"Grant, Arkansas",Confirmed (per 100k),60.22,5.47,0.09,5.39,5,2,7,0
"Snyder, Pennsylvania",Confirmed (per 100k),59.45,5.31,0.09,4.87,5,2,7,1
"Fayette, Illinois",Confirmed (per 100k),56.24,6.03,0.11,4.11,5,2,7,-2
"Carbon, Montana",Confirmed (per 100k),55.94,5.33,0.10,5.88,5,2,7,-1
"Ogle, Illinois",Confirmed (per 100k),55.29,5.36,0.10,4.24,5,2,7,1
"Bledsoe, Tennessee",Confirmed (per 100k),53.11,4.74,0.09,3.94,4,3,7,7
"Walker, Texas",Confirmed (per 100k),52.08,4.50,0.09,3.80,4,3,7,2
"Union, Pennsylvania",Confirmed (per 100k),51.20,5.09,0.10,4.32,5,2,7,0
"Harrison, Texas",Confirmed (per 100k),51.09,4.29,0.08,3.52,4,3,7,2
"Campbell, Kentucky",Confirmed (per 100k),50.22,5.19,0.10,4.56,5,2,7,-1
"Randolph, Arkansas",Confirmed (per 100k),50.12,5.57,0.11,4.79,5,2,7,-1
"Dorchester, Maryland",Confirmed (per 100k),50.11,4.92,0.10,3.49,4,3,7,-1
"Butler, Alabama",Confirmed (per 100k),46.28,4.41,0.10,3.92,4,3,7,-2
"Lee, Illinois",Confirmed (per 100k),43.99,5.03,0.11,4.09,5,2,7,-1
"Macon, Illinois",Confirmed (per 100k),43.27,4.94,0.11,3.20,4,3,7,-1
"Alamance, North Carolina",Confirmed (per 100k),43.07,4.13,0.10,3.94,4,3,7,2
"Charlotte, Virginia",Confirmed (per 100k),42.09,3.61,0.09,3.80,4,3,7,-1
"Bullitt, Kentucky",Confirmed (per 100k),41.63,4.02,0.10,3.89,4,3,7,1
"Wise, Virginia",Confirmed (per 100k),40.13,4.20,0.10,3.42,4,3,7,-1
"Elbert, Georgia",Confirmed (per 100k),36.47,2.98,0.08,3.80,4,3,7,3
"Chowan, North Carolina",Confirmed (per 100k),35.86,3.07,0.09,3.80,4,3,7,1
"Seward, Kansas",Confirmed (per 100k),32.67,3.33,0.10,3.66,4,3,7,-1
"Gilchrist, Florida",Confirmed (per 100k),32.29,3.84,0.12,3.25,4,3,7,-1
"Webster, Nebraska",Confirmed (per 100k),28.68,4.10,0.14,3.11,4,3,7,-2
"Middlesex, Virginia",Confirmed (per 100k),28.35,4.05,0.14,3.57,4,3,7,-1
"Richland, Montana",Confirmed (per 100k),27.77,3.97,0.14,3.80,4,3,7,-1
"San Jacinto, Texas",Confirmed (per 100k),27.72,3.47,0.13,3.01,4,3,7,-1
"Paulding, Ohio",Confirmed (per 100k),26.78,3.06,0.11,3.80,4,3,7,-2
"Lee, North Carolina",Confirmed (per 100k),25.90,2.54,0.10,3.93,4,3,7,-1
"Decatur, Tennessee",Confirmed (per 100k),25.72,2.45,0.10,3.80,4,3,7,1
"Sargent, North Dakota",Confirmed (per 100k),25.65,3.66,0.14,3.11,4,3,7,-2
"Dinwiddie, Virginia",Confirmed (per 100k),24.52,3.00,0.12,3.34,4,3,7,-2
"Kewaunee, Wisconsin",Confirmed (per 100k),24.47,2.10,0.09,3.11,4,3,7,-2
"Bath, Kentucky",Confirmed (per 100k),24.00,2.29,0.10,3.45,4,3,7,1
"Bleckley, Georgia",Confirmed (per 100k),23.30,2.22,0.10,3.45,4,3,7,7
"McCurtain, Oklahoma",Confirmed (per 100k),21.32,1.74,0.08,3.63,4,3,7,2
"St. Clair, Missouri",Confirmed (per 100k),21.28,3.04,0.14,3.11,4,3,7,-2
"Perry, Indiana",Confirmed (per 100k),20.87,2.24,0.11,3.11,4,3,7,-2
"Wapello, Iowa",Confirmed (per 100k),20.02,2.04,0.10,3.52,4,3,7,1
"Shelby, Illinois",Confirmed (per 100k),18.49,2.64,0.14,3.80,4,3,7,-1
"Madison, Iowa",Confirmed (per 100k),18.36,1.75,0.10,3.80,4,3,7,2
"Gilpin, Colorado",Confirmed (per 100k),16.02,2.29,0.14,3.11,4,3,7,-2
"Greene, Illinois",Confirmed (per 100k),15.42,2.20,0.14,3.11,4,3,7,-2
"Schuyler, Illinois",Confirmed (per 100k),14.78,2.11,0.14,3.11,4,3,7,-2
"Vernon, Missouri",Confirmed (per 100k),14.59,2.08,0.14,3.11,4,3,7,-2
"Scott, Virginia",Confirmed (per 100k),13.91,1.99,0.14,3.11,4,3,7,-2
"Winkler, Texas",Confirmed (per 100k),12.48,1.78,0.14,3.11,4,3,7,-2
"Stephens, Texas",Confirmed (per 100k),10.68,1.53,0.14,3.11,4,3,7,-2
"Buena Vista, Iowa",Confirmed (per 100k),10.19,1.46,0.14,3.45,4,3,7,-1
"Jackson, Ohio",Confirmed (per 100k),9.26,1.32,0.14,3.11,4,3,7,1
"Bandera, Texas",Confirmed (per 100k),8.65,1.24,0.14,3.80,4,3,7,-1
"Pike, Kentucky",Confirmed (per 100k),8.64,0.99,0.11,2.58,3,4,7,-1
"Okfuskee, Oklahoma",Confirmed (per 100k),8.34,1.19,0.14,3.11,4,3,7,-2
"Prowers, Colorado",Confirmed (per 100k),8.22,1.17,0.14,3.11,4,3,7,-2
"Union, Iowa",Confirmed (per 100k),8.17,1.17,0.14,3.11,4,3,7,-2
"Monroe, West Virginia",Confirmed (per 100k),7.53,1.08,0.14,3.11,4,3,7,-2
"Polk, Wisconsin",Confirmed (per 100k),6.85,0.98,0.14,2.18,3,4,7,-1
"Marion, Arkansas",Confirmed (per 100k),5.99,0.86,0.14,2.41,3,4,7,-1
"Andrew, Missouri",Confirmed (per 100k),5.65,0.81,0.14,2.41,3,4,7,-1
"Perry, Illinois",Confirmed (per 100k),4.78,0.68,0.14,2.41,3,4,7,-1
"Pacific, Washington",Confirmed (per 100k),4.45,0.64,0.14,2.41,3,4,7,-1
"Alpena, Michigan",Confirmed (per 100k),3.52,0.50,0.14,2.41,3,4,7,-1
"Nassau, New York",Confirmed (per 100k),1968.79,90.96,0.05,12.16,5,1,6,0
"Randolph, Georgia",Confirmed (per 100k),1932.72,105.38,0.05,9.73,5,1,6,-1
"Suffolk, New York",Confirmed (per 100k),1593.05,68.98,0.04,13.43,5,1,6,0
"Terrell, Georgia",Confirmed (per 100k),1582.46,78.70,0.05,10.68,5,1,6,0
"Orange, New York",Confirmed (per 100k),1514.52,74.26,0.05,11.50,5,1,6,0
"Early, Georgia",Confirmed (per 100k),1383.71,63.09,0.05,11.94,5,1,6,0
"Passaic, New Jersey",Confirmed (per 100k),1345.09,66.44,0.05,10.74,5,1,6,0
"Union, New Jersey",Confirmed (per 100k),1336.95,74.39,0.06,9.59,5,1,6,0
"Hudson, New Jersey",Confirmed (per 100k),1265.78,69.96,0.06,9.79,5,1,6,0
"Essex, New Jersey",Confirmed (per 100k),1073.75,56.04,0.05,10.38,5,1,6,0
"Calhoun, Georgia",Confirmed (per 100k),937.15,60.01,0.06,7.33,5,1,6,-1
"Sumter, Georgia",Confirmed (per 100k),924.67,59.03,0.06,8.35,5,1,6,-1
"St. Charles, Louisiana",Confirmed (per 100k),896.42,40.36,0.05,12.32,5,1,6,1
"Greer, Oklahoma",Confirmed (per 100k),875.35,47.52,0.05,11.03,5,1,6,0
"Middlesex, New Jersey",Confirmed (per 100k),797.03,44.95,0.06,9.59,5,1,6,0
"Iberville, Louisiana",Confirmed (per 100k),787.43,40.87,0.05,10.80,5,1,6,0
"Mitchell, Georgia",Confirmed (per 100k),786.72,48.35,0.06,8.43,5,1,6,-1
"Suffolk, Massachusetts",Confirmed (per 100k),781.06,46.68,0.06,8.60,5,1,6,-1
"Morris, New Jersey",Confirmed (per 100k),716.69,34.42,0.05,11.67,5,1,6,0
"Dutchess, New York",Confirmed (per 100k),696.08,33.26,0.05,11.67,5,1,6,0
"Fairfield, Connecticut",Confirmed (per 100k),686.93,31.45,0.05,12.12,5,1,6,0
"Monmouth, New Jersey",Confirmed (per 100k),666.13,28.47,0.04,13.76,5,1,6,0
"Chambers, Alabama",Confirmed (per 100k),664.58,49.40,0.07,7.09,5,1,6,-1
"Ocean, New Jersey",Confirmed (per 100k),661.41,28.05,0.04,13.37,5,1,6,0
"Putnam, New York",Confirmed (per 100k),644.83,33.71,0.05,10.14,5,1,6,0
"Somerset, New Jersey",Confirmed (per 100k),608.33,38.13,0.06,8.42,5,1,6,-1
"Wilkinson, Mississippi",Confirmed (per 100k),590.96,28.14,0.05,11.68,5,1,6,0
"Assumption, Louisiana",Confirmed (per 100k),589.28,25.45,0.04,13.09,5,1,6,0
"Decatur, Indiana",Confirmed (per 100k),583.61,33.89,0.06,9.07,5,1,6,0
"Clay, Georgia",Confirmed (per 100k),564.57,30.24,0.05,11.66,5,1,6,0
"Sullivan, New York",Confirmed (per 100k),562.10,27.46,0.05,11.14,5,1,6,0
"Toole, Montana",Confirmed (per 100k),548.99,30.16,0.05,10.05,5,1,6,0
"Baker, Georgia",Confirmed (per 100k),526.66,32.92,0.06,8.46,5,1,6,-1
"Lehigh, Pennsylvania",Confirmed (per 100k),520.42,25.41,0.05,11.47,5,1,6,0
"Worth, Georgia",Confirmed (per 100k),513.66,31.05,0.06,8.45,5,1,6,-1
"Lafourche, Louisiana",Confirmed (per 100k),511.20,24.00,0.05,12.60,5,1,6,0
"Mercer, New Jersey",Confirmed (per 100k),505.13,34.76,0.07,7.26,5,1,6,-1
"Luzerne, Pennsylvania",Confirmed (per 100k),493.67,24.35,0.05,11.76,5,1,6,0
"Essex, Massachusetts",Confirmed (per 100k),493.51,31.74,0.06,7.63,5,1,6,-1
"De Soto, Louisiana",Confirmed (per 100k),487.93,21.33,0.04,13.04,5,1,6,0
"Pike, Pennsylvania",Confirmed (per 100k),480.21,30.72,0.06,7.72,5,1,6,0
"Philadelphia, Pennsylvania",Confirmed (per 100k),469.74,25.77,0.05,9.76,5,1,6,0
"Caddo, Louisiana",Confirmed (per 100k),465.44,20.28,0.04,13.43,5,1,6,0
"Washington, Iowa",Confirmed (per 100k),459.82,24.71,0.05,9.52,5,1,6,0
"Warren, New Jersey",Confirmed (per 100k),444.58,25.38,0.06,9.14,5,1,6,0
"Oakland, Michigan",Confirmed (per 100k),443.39,18.49,0.04,13.67,5,1,6,0
"Plymouth, Massachusetts",Confirmed (per 100k),442.82,27.77,0.06,8.33,5,1,6,-1
"Norfolk, Massachusetts",Confirmed (per 100k),441.72,27.83,0.06,8.13,5,1,6,-1
"Macomb, Michigan",Confirmed (per 100k),433.88,19.71,0.05,12.20,5,1,6,0
"East Feliciana, Louisiana",Confirmed (per 100k),423.31,28.37,0.07,7.87,5,1,6,-1
"Ulster, New York",Confirmed (per 100k),419.55,25.58,0.06,8.65,5,1,6,0
"Middlesex, Massachusetts",Confirmed (per 100k),414.53,27.19,0.07,7.51,5,1,6,-1
"Northampton, Pennsylvania",Confirmed (per 100k),409.78,18.81,0.05,12.11,5,1,6,0
"Hampden, Massachusetts",Confirmed (per 100k),404.18,24.54,0.06,8.68,5,1,6,-1
"Crisp, Georgia",Confirmed (per 100k),393.35,23.63,0.06,8.13,5,1,6,-1
"Sussex, New Jersey",Confirmed (per 100k),392.20,20.74,0.05,10.33,5,1,6,0
"Dooly, Georgia",Confirmed (per 100k),388.35,24.54,0.06,7.85,5,1,6,-1
"Washington, Louisiana",Confirmed (per 100k),374.51,19.17,0.05,10.47,5,1,6,0
"Delaware, Pennsylvania",Confirmed (per 100k),341.42,24.02,0.07,7.17,5,1,6,-1
"Cook, Illinois",Confirmed (per 100k),336.02,21.07,0.06,8.16,5,1,6,0
"Marion, Indiana",Confirmed (per 100k),332.16,13.66,0.04,13.94,5,1,6,0
"St. Martin, Louisiana",Confirmed (per 100k),325.65,17.91,0.06,10.12,5,1,6,0
"Camden, New Jersey",Confirmed (per 100k),313.34,20.90,0.07,7.34,5,1,6,-1
"District of Columbia, District of Columbia",Confirmed (per 100k),311.30,17.14,0.06,9.71,5,1,6,0
"Tangipahoa, Louisiana",Confirmed (per 100k),310.19,16.22,0.05,9.90,5,1,6,0
"Providence, Rhode Island",Confirmed (per 100k),306.29,14.67,0.05,7.82,5,1,6,-1
"Holmes, Mississippi",Confirmed (per 100k),305.70,18.48,0.06,8.34,5,1,6,-1
"West Feliciana, Louisiana",Confirmed (per 100k),301.90,13.76,0.05,13.24,5,1,6,-1
"East Baton Rouge, Louisiana",Confirmed (per 100k),301.10,13.08,0.04,13.36,5,1,6,0
"Montgomery, Pennsylvania",Confirmed (per 100k),297.86,17.11,0.06,9.37,5,1,6,0
"Miami-Dade, Florida",Confirmed (per 100k),296.88,14.28,0.05,11.38,5,1,6,0
"West Baton Rouge, Louisiana",Confirmed (per 100k),294.73,12.96,0.04,12.76,5,1,6,0
"Hunterdon, New Jersey",Confirmed (per 100k),286.24,13.21,0.05,12.45,5,1,6,0
"Burlington, New Jersey",Confirmed (per 100k),283.15,15.20,0.05,10.07,5,1,6,0
"Worcester, Massachusetts",Confirmed (per 100k),282.92,18.47,0.07,7.82,5,1,6,-1
"Scott, Mississippi",Confirmed (per 100k),280.90,15.24,0.05,7.73,5,1,6,-1
"Litchfield, Connecticut",Confirmed (per 100k),271.72,16.24,0.06,8.48,5,1,6,0
"Ouachita, Louisiana",Confirmed (per 100k),268.14,11.46,0.04,13.11,5,1,6,0
"Genesee, Michigan",Confirmed (per 100k),267.12,13.80,0.05,10.59,5,1,6,0
"Bristol, Massachusetts",Confirmed (per 100k),266.80,16.86,0.06,8.23,5,1,6,-1
"Franklin, Louisiana",Confirmed (per 100k),264.80,14.99,0.06,9.55,5,1,6,0
"Weld, Colorado",Confirmed (per 100k),264.41,14.13,0.05,10.04,5,1,6,0
"St. Mary, Louisiana",Confirmed (per 100k),263.44,15.34,0.06,9.38,5,1,6,0
"Union, Louisiana",Confirmed (per 100k),253.30,10.99,0.04,12.09,5,1,6,-1
"Yakima, Washington",Confirmed (per 100k),253.12,13.32,0.05,9.95,5,1,6,0
"Crittenden, Arkansas",Confirmed (per 100k),252.32,17.28,0.07,7.08,5,1,6,0
"Lake, Illinois",Confirmed (per 100k),245.64,16.53,0.07,7.58,5,1,6,0
"Pointe Coupee, Louisiana",Confirmed (per 100k),243.90,15.12,0.06,7.97,5,1,6,-1
"Pierce, Georgia",Confirmed (per 100k),241.46,13.94,0.06,10.56,5,1,6,-1
"St. Louis City, Missouri",Confirmed (per 100k),240.54,12.64,0.05,10.59,5,1,6,0
"Catahoula, Louisiana",Confirmed (per 100k),231.73,12.04,0.05,11.09,5,1,6,-1
"Iberia, Louisiana",Confirmed (per 100k),227.70,12.07,0.05,9.99,5,1,6,0
"Sumter, Alabama",Confirmed (per 100k),225.32,12.65,0.06,8.28,5,1,6,-1
"Bucks, Pennsylvania",Confirmed (per 100k),222.67,12.73,0.06,8.99,5,1,6,0
"Lauderdale, Mississippi",Confirmed (per 100k),222.60,15.03,0.07,7.42,5,1,6,-1
"Greene, Alabama",Confirmed (per 100k),221.92,14.09,0.06,8.49,5,1,6,-1
"Wyandotte, Kansas",Confirmed (per 100k),219.43,12.95,0.06,9.44,5,1,6,-1
"Johnson, Indiana",Confirmed (per 100k),219.39,10.57,0.05,11.55,5,1,6,0
"Yazoo, Mississippi",Confirmed (per 100k),218.93,15.40,0.07,8.07,5,1,6,-1
"Mahoning, Ohio",Confirmed (per 100k),212.52,10.56,0.05,10.73,5,1,6,0
"Hendricks, Indiana",Confirmed (per 100k),211.38,10.49,0.05,11.19,5,1,6,0
"Madison, Indiana",Confirmed (per 100k),210.70,13.89,0.07,7.93,5,1,6,-1
"Will, Illinois",Confirmed (per 100k),207.46,13.51,0.07,8.03,5,1,6,0
"Gloucester, New Jersey",Confirmed (per 100k),206.42,13.52,0.07,8.12,5,1,6,-1
"Lee, South Carolina",Confirmed (per 100k),202.04,11.88,0.06,9.06,5,1,6,0
"Adams, Washington",Confirmed (per 100k),195.17,8.58,0.04,12.99,5,1,6,0
"Leflore, Mississippi",Confirmed (per 100k),195.15,13.18,0.07,7.43,5,1,6,-1
"Davidson, Tennessee",Confirmed (per 100k),194.34,9.49,0.05,11.91,5,1,6,0
"Franklin, Washington",Confirmed (per 100k),194.28,9.60,0.05,7.59,5,1,6,0
"Talbot, Georgia",Confirmed (per 100k),193.70,9.22,0.05,10.39,5,1,6,0
"Cape May, New Jersey",Confirmed (per 100k),193.40,11.64,0.06,8.26,5,1,6,0
"Denver, Colorado",Confirmed (per 100k),192.79,10.18,0.05,10.35,5,1,6,0
"Boone, Indiana",Confirmed (per 100k),190.14,10.74,0.06,9.11,5,1,6,0
"St. Louis, Missouri",Confirmed (per 100k),186.18,9.31,0.05,11.18,5,1,6,0
"Greene, Georgia",Confirmed (per 100k),185.55,7.80,0.04,12.13,5,1,6,0
"Ware, Georgia",Confirmed (per 100k),184.70,10.79,0.06,8.84,5,1,6,-1
"Pearl River, Mississippi",Confirmed (per 100k),183.67,9.52,0.05,10.07,5,1,6,0
"Pike, Mississippi",Confirmed (per 100k),183.26,11.27,0.06,7.00,5,1,6,-1
"Hall, Georgia",Confirmed (per 100k),182.94,11.67,0.06,7.64,5,1,6,-1
"Tift, Georgia",Confirmed (per 100k),182.07,9.84,0.05,9.65,5,1,6,0
"Lake, Indiana",Confirmed (per 100k),180.44,11.80,0.07,7.59,5,1,6,-1
"Arapahoe, Colorado",Confirmed (per 100k),180.17,10.12,0.06,9.70,5,1,6,0
"St. Francis, Arkansas",Confirmed (per 100k),180.04,10.29,0.06,8.62,5,1,6,-1
"Baltimore, Maryland",Confirmed (per 100k),179.48,12.52,0.07,7.38,5,1,6,-1
"Albany, New York",Confirmed (per 100k),179.37,9.45,0.05,10.30,5,1,6,0
"Sandoval, New Mexico",Confirmed (per 100k),178.54,11.29,0.06,7.65,5,1,6,-1
"Arlington, Virginia",Confirmed (per 100k),177.33,9.89,0.06,9.59,5,1,6,0
"Trousdale, Tennessee",Confirmed (per 100k),177.24,7.60,0.04,13.05,5,1,6,0
"Alpine, California",Confirmed (per 100k),177.15,12.65,0.07,7.27,5,1,6,-1
"Shelby, Indiana",Confirmed (per 100k),176.62,8.30,0.05,12.21,5,1,6,0
"Carbon, Pennsylvania",Confirmed (per 100k),174.50,8.01,0.05,12.30,5,1,6,0
"New Castle, Delaware",Confirmed (per 100k),174.32,9.61,0.06,10.05,5,1,6,0
"Fulton, Georgia",Confirmed (per 100k),173.32,9.24,0.05,9.90,5,1,6,0
"Broward, Florida",Confirmed (per 100k),172.22,7.54,0.04,12.86,5,1,6,0
"Grundy, Tennessee",Confirmed (per 100k),171.30,7.45,0.04,13.71,5,1,6,0
"Goochland, Virginia",Confirmed (per 100k),168.40,10.22,0.06,8.17,5,1,6,-1
"Lancaster, Pennsylvania",Confirmed (per 100k),167.48,9.82,0.06,8.83,5,1,6,-1
"Jackson, Indiana",Confirmed (per 100k),167.30,9.69,0.06,9.58,5,1,6,0
"Sunflower, Mississippi",Confirmed (per 100k),167.26,9.10,0.05,10.13,5,1,6,0
"Perry, Mississippi",Confirmed (per 100k),167.04,7.16,0.04,13.05,5,1,6,2
"Saginaw, Michigan",Confirmed (per 100k),164.27,11.17,0.07,7.81,5,1,6,-1
"Lee, Alabama",Confirmed (per 100k),163.48,11.89,0.07,7.36,5,1,6,-1
"Forrest, Mississippi",Confirmed (per 100k),162.89,10.49,0.06,7.29,5,1,6,-1
"Avoyelles, Louisiana",Confirmed (per 100k),161.92,7.12,0.04,13.89,5,1,6,0
"Lawrence, Indiana",Confirmed (per 100k),160.90,9.13,0.06,10.29,5,1,6,0
"Alexandria, Virginia",Confirmed (per 100k),159.32,10.84,0.07,7.29,5,1,6,-1
"Jefferson, Arkansas",Confirmed (per 100k),158.63,7.70,0.05,12.17,5,1,6,0
"Steuben, New York",Confirmed (per 100k),158.32,10.78,0.07,7.87,5,1,6,-1
"DeKalb, Georgia",Confirmed (per 100k),156.86,9.39,0.06,8.08,5,1,6,0
"Clayton, Georgia",Confirmed (per 100k),156.03,8.26,0.05,9.57,5,1,6,0
"Carroll, Maryland",Confirmed (per 100k),155.54,8.48,0.05,10.48,5,1,6,0
"Walthall, Mississippi",Confirmed (per 100k),154.00,8.00,0.05,10.39,5,1,6,0
"Muhlenberg, Kentucky",Confirmed (per 100k),153.48,8.40,0.05,7.70,5,1,6,-1
"Jefferson Davis, Louisiana",Confirmed (per 100k),153.02,10.02,0.07,7.93,5,1,6,-1
"Apache, Arizona",Confirmed (per 100k),153.02,6.36,0.04,12.13,5,1,6,0
"Schenectady, New York",Confirmed (per 100k),152.61,8.28,0.05,9.96,5,1,6,0
"Sumter, South Carolina",Confirmed (per 100k),150.86,6.83,0.05,12.85,5,1,6,0
"Coffee, Georgia",Confirmed (per 100k),150.21,8.58,0.06,9.73,5,1,6,-1
"DuPage, Illinois",Confirmed (per 100k),150.18,9.24,0.06,8.36,5,1,6,0
"Schuylkill, Pennsylvania",Confirmed (per 100k),149.97,8.19,0.05,9.99,5,1,6,-1
"Johnson, Iowa",Confirmed (per 100k),149.53,7.75,0.05,10.86,5,1,6,0
"Hampshire, Massachusetts",Confirmed (per 100k),148.60,6.66,0.04,12.73,5,1,6,0
"Kent, Rhode Island",Confirmed (per 100k),148.52,5.57,0.04,11.57,5,1,6,0
"Floyd, Indiana",Confirmed (per 100k),147.73,6.73,0.05,12.56,5,1,6,-1
"Montrose, Colorado",Confirmed (per 100k),147.34,9.35,0.06,7.69,5,1,6,0
"Wayne, Pennsylvania",Confirmed (per 100k),146.03,8.34,0.06,9.03,5,1,6,0
"Shelby, Tennessee",Confirmed (per 100k),145.01,7.99,0.06,10.30,5,1,6,0
"Randolph, Illinois",Confirmed (per 100k),144.74,6.29,0.04,12.32,5,1,6,0
"Tolland, Connecticut",Confirmed (per 100k),143.31,8.53,0.06,8.56,5,1,6,0
"Dawson, Georgia",Confirmed (per 100k),141.72,8.75,0.06,7.71,5,1,6,0
"St. Landry, Louisiana",Confirmed (per 100k),141.25,8.18,0.06,10.42,5,1,6,0
"Washington, Mississippi",Confirmed (per 100k),141.20,5.53,0.04,13.96,5,1,6,0
"Adams, Colorado",Confirmed (per 100k),140.31,9.33,0.07,7.68,5,1,6,0
"Monroe, Michigan",Confirmed (per 100k),140.20,6.36,0.05,12.51,5,1,6,0
"Hamilton, Nebraska",Confirmed (per 100k),139.43,9.19,0.07,7.62,5,1,6,0
"Lucas, Ohio",Confirmed (per 100k),139.14,6.44,0.05,11.37,5,1,6,0
"St. Clair, Michigan",Confirmed (per 100k),138.88,7.36,0.05,10.53,5,1,6,-1
"Calcasieu, Louisiana",Confirmed (per 100k),138.62,6.11,0.04,13.00,5,1,6,0
"Marion, Mississippi",Confirmed (per 100k),138.36,6.98,0.05,7.21,5,1,6,-1
"Jenkins, Georgia",Confirmed (per 100k),138.31,6.59,0.05,10.39,5,1,6,-1
"Attala, Mississippi",Confirmed (per 100k),137.56,5.50,0.04,12.42,5,1,6,2
"Henrico, Virginia",Confirmed (per 100k),136.93,7.13,0.05,10.27,5,1,6,0
"Henry, Georgia",Confirmed (per 100k),136.85,6.82,0.05,10.65,5,1,6,0
"Windham, Vermont",Confirmed (per 100k),135.00,6.43,0.05,11.98,5,1,6,0
"Spalding, Georgia",Confirmed (per 100k),134.93,7.07,0.05,9.48,5,1,6,-1
"Bartholomew, Indiana",Confirmed (per 100k),134.88,9.38,0.07,8.09,5,1,6,-1
"Douglas, Georgia",Confirmed (per 100k),134.62,7.61,0.06,8.95,5,1,6,0
"Williamsburg, Virginia",Confirmed (per 100k),133.74,5.73,0.04,13.86,5,1,6,2
"Livingston, Michigan",Confirmed (per 100k),132.30,6.18,0.05,11.58,5,1,6,0
"Richland, South Carolina",Confirmed (per 100k),131.81,6.70,0.05,11.06,5,1,6,0
"Pickens, Alabama",Confirmed (per 100k),130.46,7.17,0.05,9.42,5,1,6,0
"Howard, Maryland",Confirmed (per 100k),130.19,7.33,0.06,9.62,5,1,6,0
"Benton, Washington",Confirmed (per 100k),130.14,6.29,0.05,12.32,5,1,6,0
"Osage, Oklahoma",Confirmed (per 100k),129.89,7.60,0.06,8.80,5,1,6,0
"Franklin, Mississippi",Confirmed (per 100k),129.65,9.26,0.07,8.24,5,1,6,-1
"Rockingham, New Hampshire",Confirmed (per 100k),128.81,6.09,0.05,10.85,5,1,6,1
"Morehouse, Louisiana",Confirmed (per 100k),128.65,6.89,0.05,11.20,5,1,6,-1
"Chester, Pennsylvania",Confirmed (per 100k),128.57,8.19,0.06,7.95,5,1,6,-1
"Wagoner, Oklahoma",Confirmed (per 100k),125.48,7.56,0.06,7.48,5,1,6,1
"Burke, Georgia",Confirmed (per 100k),125.09,8.94,0.07,8.07,5,1,6,-1
"Broomfield, Colorado",Confirmed (per 100k),124.88,7.70,0.06,8.46,5,1,6,0
"Copiah, Mississippi",Confirmed (per 100k),124.71,7.13,0.06,9.50,5,1,6,0
"Jackson, Michigan",Confirmed (per 100k),123.02,6.22,0.05,10.45,5,1,6,0
"Jerome, Idaho",Confirmed (per 100k),122.89,7.02,0.06,9.87,5,1,6,-1
"Washington, Texas",Confirmed (per 100k),122.62,6.37,0.05,9.74,5,1,6,-1
"Atlantic, New Jersey",Confirmed (per 100k),122.12,7.59,0.06,7.59,5,1,6,-1
"Amite, Mississippi",Confirmed (per 100k),121.98,8.13,0.07,7.37,5,1,6,-1
"Marengo, Alabama",Confirmed (per 100k),121.93,6.82,0.06,9.51,5,1,6,-1
"Cobb, Georgia",Confirmed (per 100k),121.56,6.48,0.05,9.63,5,1,6,1
"Palm Beach, Florida",Confirmed (per 100k),121.19,5.76,0.05,11.57,5,1,6,0
"Washington, Rhode Island",Confirmed (per 100k),121.04,7.96,0.07,8.76,5,1,6,-1
"Hinds, Mississippi",Confirmed (per 100k),120.77,5.79,0.05,11.47,5,1,6,0
"Columbiana, Ohio",Confirmed (per 100k),120.73,7.85,0.07,7.99,5,1,6,-1
"Kenosha, Wisconsin",Confirmed (per 100k),120.31,6.23,0.05,10.07,5,1,6,0
"Evangeline, Louisiana",Confirmed (per 100k),119.78,6.84,0.06,10.00,5,1,6,0
"Humboldt, Nevada",Confirmed (per 100k),118.83,7.64,0.06,9.04,5,1,6,0
"Cedar, Iowa",Confirmed (per 100k),118.11,6.14,0.05,11.69,5,1,6,0
"Washoe, Nevada",Confirmed (per 100k),116.43,6.76,0.06,8.39,5,1,6,1
"Clark, Indiana",Confirmed (per 100k),115.81,6.04,0.05,10.09,5,1,6,0
"Jackson, West Virginia",Confirmed (per 100k),115.48,5.50,0.05,10.05,5,1,6,1
"San Francisco, California",Confirmed (per 100k),114.91,5.91,0.05,10.80,5,1,6,1
"Putnam, Tennessee",Confirmed (per 100k),114.65,6.23,0.05,11.49,5,1,6,0
"Galveston, Texas",Confirmed (per 100k),114.57,5.05,0.04,12.80,5,1,6,2
"Lincoln, Georgia",Confirmed (per 100k),113.62,7.21,0.06,8.66,5,1,6,0
"Clear Creek, Colorado",Confirmed (per 100k),113.40,5.89,0.05,11.43,5,1,6,0
"Washington, Georgia",Confirmed (per 100k),112.89,8.41,0.07,7.97,5,1,6,-1
"Hardin, Texas",Confirmed (per 100k),112.84,8.18,0.07,7.06,5,1,6,-1
"Kit Carson, Colorado",Confirmed (per 100k),112.72,6.04,0.05,10.28,5,1,6,0
"Taylor, Georgia",Confirmed (per 100k),112.22,7.13,0.06,7.79,5,1,6,-1
"Henry, Iowa",Confirmed (per 100k),110.25,6.44,0.06,9.43,5,1,6,-1
"Natchitoches, Louisiana",Confirmed (per 100k),110.07,6.74,0.06,8.97,5,1,6,-1
"Niagara, New York",Confirmed (per 100k),109.42,6.14,0.06,9.18,5,1,6,0
"San Augustine, Texas",Confirmed (per 100k),109.26,8.67,0.08,7.41,5,1,6,-1
"Concordia, Louisiana",Confirmed (per 100k),109.04,5.93,0.05,9.53,5,1,6,0
